id,reference,hypothesis,audio_duration_s,inference_time_s,rtf
358,Slik pleier det å gå med oss.\Punktum," Sleek player då går med oss, punktum.",3.75,0.11723712843377143,0.03126323424900571
359,I tillegg til disse to tok fylkessykehuset i mot en pasient med armskader til poliklinisk behandling., I tillägg till dessa två tog folkesjukhuset emot en patient med armskador till poliklinisk behandling.,8.5,0.11723712843377143,0.01379260334514958
360,Forestillingen skal være et likeverdig møte mellom to kunstarter., Föreställningen ska vara ett likvärdigt möte mellan två kundstarter.,5.5,0.11723712843377143,0.021315841533412986
361,Det har vært et satsingsområde for landenes kulturministre., Det har varit ett satsningsområde för landets kulturministrar.,6.25,0.11723712843377143,0.01875794054940343
362,A L D E R S G R U P P E R, A L D E R S G R U P P E R,7.5,0.11723712843377143,0.015631617124502856
363,Piloten hadde sitt svare strev med å få landet flyet i uvær og svart natt.," Piloten hade tyckts vara sträv med att få landet, flyga i uväder och svartnat.",6.25,0.11723712843377143,0.01875794054940343
364,Fjern merking, fjärrmärkning,3.0,0.11723712843377143,0.039079042811257146
365,Malingen påføres trappens underside og sidevanger.\Punktum," malningen påföres trappens undersida och sidvagnar, punkt om",6.75,0.11723712843377143,0.017368463471669843
366,tre   seks   en   tre   nittifem   tre hundre og syttito, tre sex en tre nittiofem trehundrasjuttiotvå,6.0,0.11723712843377143,0.019539521405628573
367,rediger spilleliste, redigera spellista,2.75,0.11723712843377143,0.04263168306682597
368,vi vi vi, vi vi vi,4.0,0.13146733125904575,0.03286683281476144
369,Situasjonen har imidlertid ikke bedret seg., Situationen har emellertid inte förbättrats.,5.75,0.13146733125904575,0.02286388369722535
370,O P P F Y L L E S, O P P F Y L L E S,7.75,0.13146733125904575,0.01696352661407042
371,gå til høyre, gå till hyre,3.75,0.13146733125904575,0.0350579550024122
372,En dyktig kollega og en god venn er borte., En duktig kollega och en god vän är borta.,5.0,0.13146733125904575,0.02629346625180915
373,H A R R I E T, H A R R I E T,4.5,0.13146733125904575,0.029214962502010167
374,Økt avstand mellom stolradene vil likevel sørge for at sikten blir betydelig bedre enn nå.\Punktum," Ökat avstånd mellan stolraderna vill likväl söka för att sikten blir betydligt bättre än nåd, punkten.",6.75,0.13146733125904575,0.019476641668006778
375,Det er viktig for at alle fremtidige generasjoner skal kunne oppleve de synlige tegn på vår eldste historie., Det är viktigt för att alla framtida generationer skall kunna uppleva de synliga tecknen på vår äldsta historia.,9.0,0.13146733125904575,0.014607481251005083
376,se opp, se upp,2.5,0.13146733125904575,0.0525869325036183
377,Opprett ny fil, upprätt ny fil,4.2509375,0.13146733125904575,0.03092666764897055
378,førtiseks tusen fire hundre og sju, fyrtiosex tusen fyrahundrasju,4.5,0.13146733125904575,0.029214962502010167
379,Sangene har dermed fått lov til å leve sitt eget liv., Sången har därmed fått lov till att leva sitt eget liv.,4.5,0.13146733125904575,0.029214962502010167
380,Forestillingen skal være et likeverdig møte mellom to kunstarter., Föreställningen skall vara ett likvärdigt möte mellan två kundstarter.,6.75,0.13146733125904575,0.019476641668006778
381,H U S H O L D N I N G, H U S H O L D N I N G,6.75,0.13146733125904575,0.019476641668006778
382,All sponsing og produksjonsstøtte skal tydelig merkes så seerne aldri er i tvil om hvilke interessenter som er inne i et program., All sponsring och produktionsstöd ska ha tydligt märke så senare aldrig är det tvivel om vilka intressenter som är inne i ett program.,8.7509375,0.13146733125904575,0.015023228226580953
383,Sirevåg, Sirevåg,2.75,0.13146733125904575,0.047806302276016635
384,R E T O R I K K, R Ä C O R I K K,6.5,0.1358751891530119,0.02090387525430952
385,"Hva avklaringen består i, kommer ikke frem.", Vad avklaringen består i kommer icke fram.,3.0,0.1358751891530119,0.04529172971767063
386,"Alle skriver vi sanger, dikt og rim til festlige anledninger."," Alla skriver vi sånger, dikt och rim till festliga anledningar.",5.75,0.1358751891530119,0.023630467678784677
387,Bruken av instrumenter hadde en klar overføringsverdi til vår hverdag., Bruken av instrumenter hade en klar överföringsvärde till vår vardag.,7.25,0.1358751891530119,0.018741405400415433
388,Åpne PowerPoint, öppna powerpoint,3.5,0.1358751891530119,0.03882148261514625
389,sytten tusen ni hundre og tjueto, sjutton tusen niohundratjugotvå,4.75,0.1358751891530119,0.02860530297958145
390,Stemningen var like nedtrykt som under flykatastrofen for nesten nøyaktig ett år siden., Stämningen var lika nedtryckt som under flygkatastrofen för nästan ett år sedan.,6.75,0.1358751891530119,0.020129657652298058
391,H U M O R I S T I S K E, H U M O R I S T I S K E,8.0,0.1358751891530119,0.016984398644126486
392,Toralv, Toralf,2.25,0.1358751891530119,0.060388972956894174
393,åtte   tre   seks   tre   trettiseks   ni hundre og atten, åtta tre sex tre trettiosex nio hundraarton,7.25,0.1358751891530119,0.018741405400415433
394,seks   åtte   sju   fem   åtti   fire hundre og åtti, sex åtta sju fem åttio fyrahundraåttio,8.0,0.1358751891530119,0.016984398644126486
395,tre   sju   to   seks   førtifem   to hundre og femti, tre sju två sex fyrtiofem tvåhundrafemtio,5.75,0.1358751891530119,0.023630467678784677
396,I sommervarmen er det godt å sitt ute i skyggen med en pils., I sommarvärmen är det gott att sitta ute i skyggen med en pils.,6.25,0.1358751891530119,0.021740030264481902
397,to   tre   tre   åtte   nittien   ett hundre og tretti, två tre tre åtta nittioett etthundraochtrettio,7.5,0.1358751891530119,0.018116691887068253
398,Miljøeksperter sier at det vil ta flere dager før omfanget av miljøødeleggelsene er klarlagt.\Punktum," Miljöexperter säger att det vill ta flera dagar för omfång av miljöödeläggelsen är klarlagt, punktum.",11.5,0.1358751891530119,0.011815233839392338
399,nittifem tusen seks hundre og ti, nittiofem tusen sexhundra och tio,4.5,0.1358751891530119,0.030194486478447087
400,En innsats han har pleiet siden motehuset ble avviklet., En insats han har plöjat sedan mothuset blev avvecklat.,5.25,0.12422805122332647,0.02366248594730028
401,åtte   åtte   fire   fire   femtiåtte   sju hundre og sju, åtta åtta fyra fyra femtioåtta sjuhundrasju,5.25,0.12422805122332647,0.02366248594730028
402,S M I T H S, S M I T H S,4.5,0.12422805122332647,0.02760623360518366
403,bytt gruppe, bytt gruppe,3.25,0.12422805122332647,0.03822401576102353
404,B E R G E S, B E R G E S,5.0,0.12422805122332647,0.024845610244665296
405,Sistnevnte kanskje hennes aller vesentligste inspirasjonskilde.\Punktum," Sist nämnde kanske hennes aller vesentligste inspirationskilde, punktum.",7.0,0.12422805122332647,0.01774686446047521
406,Tilgangen til dop er ubegrenset der hjemme i legeboligen i forstadshuset., Tillgången till dop är obegränsat där jämme i lägerboligen i Forsstadshusen.,9.0,0.12422805122332647,0.01380311680259183
407,Hvert slag på trommene er nøye planlagt og gjennomtenkt., Vart slag på trummorna är något planlagt och genomtänkt.,6.0,0.12422805122332647,0.020704675203887746
408,med med med, med med med,1.75,0.12422805122332647,0.07098745784190084
409,Han legger til at brønnene vurderes som en permanent ordning., Han lägger till att brunnen värderas som en permanent ordning.,6.5,0.12422805122332647,0.019112007880511764
410,Små kropper snor seg om jernstengene i hovedporten., Små kroppar snor sig om järnstängerna i huvudporten.,4.75,0.12422805122332647,0.02615327394175294
411,F J E R N E R E, F J E R N E R E,3.75,0.12422805122332647,0.03312748032622039
412,knapp tre, knapp tre,3.25,0.12422805122332647,0.03822401576102353
413,Det finnes imidlertid ikke noen absolutte grenser for hva som er virkelig effektiv og mindre effektiv behandling., Det finns emellertid icke några absoluta gränser för vad som är verkligt effektiv och mindre effektiva behandling.,7.75,0.12422805122332647,0.01602942596430019
414,Gå tilbake trettifire ord, Gå tillbaka trettiofyra år.,5.75,0.12422805122332647,0.021604878473621997
415,"Han hevder at økningen er som ventet, men kan ikke gi noe anslag på utviklingen fremover."," Han hävdar att ökningen är som väntat, men kan icke ge några anslag på utvecklingen framöver.",7.25,0.12422805122332647,0.017134903617010547
416,påført påført påført," påfört, påfört, påfört",4.75,0.17294217832386494,0.03640887964712946
417,Hidrasund, Hidrasun,2.25,0.17294217832386494,0.0768631903661622
418,opp ett nivå, upp ett nivå,2.75,0.17294217832386494,0.0628880648450418
419,"Prinsippet er nærkontakt, ikke fjernstyring."," Principen är närkontakt, inte fjärrstyrning.",4.5,0.17294217832386494,0.0384315951830811
420,to   seks   sju   åtte   tjueni   åtte hundre og tre, två sex sju åtta tjugonio åttahundratre,4.0,0.17294217832386494,0.043235544580966234
421,venstre knapp, vänster knopp,3.5,0.17294217832386494,0.0494120509496757
422,Slidre, Slidre,4.2509375,0.17294217832386494,0.040683302994660574
423,A D V A R S L E N E, A D V A R S L E N E,5.25,0.17294217832386494,0.032941367299783794
424,Gå til toppen av dokumentet,,0.25,0.17294217832386494,0.6917687132954597
425,"Jeg kom til kvartfinalen, hvilket jeg var veldig fornøyd med."," Jag kom till kvartsfinalen, vilket jag var väldigt nöjd med.",4.5,0.17294217832386494,0.0384315951830811
426,Doktoravhandlingen og selve datasystemet skal stå ferdig i løpet av et års tid.\Punktum," Doktoravhandlingarna och själva datasystemet ska stå färdiga i löpet av ett års tid, punktum.",7.0,0.17294217832386494,0.02470602547483785
427,Hvordan de forskjellige elementene i pakken skal prises og fordeles har de overhodet ikke snakket om.\Punktum," Hvordann de forselje elementen i pakten skal prises och fordeles har de over huvud icke snakket om, punktum.",6.5,0.17294217832386494,0.026606488972902298
428,U N N D R A T T, U N N D R A T T,5.5,0.17294217832386494,0.0314440324225209
429,I et partnerskap vil våre to selskaper utfylle hverandre hverandre., I ett partnerskap vill våra två sällskaper utfylla varandra.,5.5,0.17294217832386494,0.0314440324225209
430,Orkestret settes sammen fra år til år., Orkestrar sätts samman från år till år.,4.5,0.17294217832386494,0.0384315951830811
431,"Når uforutsette utgifter påføres enkelte av bondenæringens utøvere, går det erfaringsmessig ikke lenge før næringens dyktige representanter skriker om offentlig støtte."," När oförutsedda utgifter påförs enkelt av bondenäringens utövare, går det faringsmässigt inte länge förrän näringens duktiga representanter skriker om offentligt stöd.",14.25,0.17294217832386494,0.012136293215709821
432,Verdifull tid går tapt når man ringer feil og havner hos politiet når man skal til brannvesenet., Värdefull tid går tappt när man ringer fel och hamnar hos polisen när man ska till brandväsendet.,7.5,0.12645603431155905,0.01686080457487454
433,Han blir mer opptatt av en jevnaldrende jente med et lettere sinn., Han blir mer upptagen av en jämnårig flicka med ett lättare sinne.,5.0,0.12645603431155905,0.02529120686231181
434,Han er en av dem som ivrer mest for hjemmeundervisning., Han är en av dem som ivrar mest för hemundervisning.,6.75,0.12645603431155905,0.018734227305416157
435,På forhånd knyttet det seg stor spenning til selve avstemningen., På förhand knytte det sig stor spänning till själva avstämningen.,5.75,0.12645603431155905,0.021992353793314618
436,"De foraktet hverandre jensidig og hjertelig, fra første stund.", De föraktade varandra gensidigt och hjärtligt från första stund.,4.75,0.12645603431155905,0.0266223230129598
437,Det finnes rettigheter som kan utøves av mennesker uavhengig av samarbeid.\Punktum," Det finnes rättigheter som kan utövas av människor oavhängiga av samarbete, punktum.",7.25,0.12645603431155905,0.017442211629180557
438,Appetitten på god kunst er stor., Apetiten på god konst är stor.,4.2509375,0.12645603431155905,0.02974779899999919
439,"Han er en tuslete hverdagsmann, bare iført prestedrakt denne gang."," Han är en törstig vardagsman, bara iförd prästdräkt denna gång.",5.75,0.12645603431155905,0.021992353793314618
440,Vis bunntekst, Visbyntext,3.25,0.12645603431155905,0.038909549018941246
441,H I L S T, H I L S T,3.75,0.12645603431155905,0.03372160914974908
442,"Når han leverte pengene til moren,\Komma sa han at han hadde fått dem av en dame.\Punktum"," När han levererade pengarna till mor en kommer, sa han att han hade fått dem av en dama, punktum.",6.75,0.12645603431155905,0.018734227305416157
443,Sett inn sidetall, sätt in sidotal,3.25,0.12645603431155905,0.038909549018941246
444,spesielle spesielle spesielle," speciella, speciella, speciella",4.5,0.12645603431155905,0.028101340958124235
445,"Mye har vært gjort og gjøres av stat,\Komma fylke og kommune.\Punktum"," My har vart gjort och göres av stat, komma, fylke och kommuner, punktum.",8.0,0.12645603431155905,0.01580700428894488
446,Mislykket kan man ikke si at det har vært., Misslyckat kan man icke säga att det har varit.,3.5,0.12645603431155905,0.0361302955175883
447,Ett avsnitt tilbake, ett avsnitt tillbaka,4.2509375,0.12645603431155905,0.02974779899999919
448,Fjørtoft, Fjortoft,2.0,0.11733906865119934,0.05866953432559967
449,førtifem tusen to hundre og nittitre, fyrtiofem tusen tvåhundra och nittiotre,5.0,0.11733906865119934,0.023467813730239866
450,skjer skjer skjer," sker, sker",4.0,0.11733906865119934,0.029334767162799834
451,Vis utskriftsformat, vis utskriftsformat,3.25,0.11733906865119934,0.03610432881575364
452,forrige objekt, följeobjekt,2.75,0.11733906865119934,0.04266875223679976
453,O V E R D R E V N E, O V E R D R E V N E,5.25,0.11733906865119934,0.022350298790704635
454,Utstillingen er deres første samarbeidsprosjekt som kunstnere., Utställningen är deras första samarbetsprojekt som konstnärer.,4.5,0.11733906865119934,0.026075348589155407
455,To ganger er det nesten blitt brann., Två gånger är det nästan blivit brand.,4.75,0.11733906865119934,0.024702961821305124
456,Vis alternativer, visa alternativ,3.25,0.11733906865119934,0.03610432881575364
457,Marker det tiende ordet i første avsnitt, Markera de tina orden i första avsnittet.,3.75,0.11733906865119934,0.03129041830698649
458,Formater topptekst, formatera topptext,3.5,0.11733906865119934,0.033525448186056954
459,Åpne PowerPoint, öppna powerpoint,3.25,0.11733906865119934,0.03610432881575364
460,Studiene er endelig i gang igjen., Studierna är äntligen igång igen.,3.75,0.11733906865119934,0.03129041830698649
461,"Dette viser at tilsynsorganenes innsats for røykfritt miljø nytter, understreker hun."," Detta visar att tillsynsorganens insats för rökfritt miljö nyttor, understryker hon.",9.25,0.11733906865119934,0.012685304719048577
462,Jeg har ikke sansen for dem som prøver å unndra seg det.\Punktum," Jeg har ikke sansen for dem som prövar att undra, säger punkten.",6.5,0.11733906865119934,0.01805216440787682
463,(...Vær stille under dette opptaket...),,4.0,0.11733906865119934,0.029334767162799834
464,Han sa figurene var veldig gjennomførte og detaljerte., Han sa figurerna var väldigt genomförda och detaljerade.,6.25,0.1279809619882144,0.020476953918114306
465,K A R A N T E N E, K A R A N T E N E,7.25,0.1279809619882144,0.01765254648113302
466,zoom til nivå to, zoom till nivå två,4.0,0.1279809619882144,0.0319952404970536
467,treeren, Trälen,3.5,0.1279809619882144,0.03656598913948983
468,Det hjalp nok litt at gode venner stakk innom., Det hjälpte nog lite att goda vänner stack inom.,4.5,0.1279809619882144,0.028440213775158756
469,Malingen påføres trappens underside og sidevanger.\Punktum, Malingen påfördes trappans undersida och sidvagnarpunkter.,6.5,0.1279809619882144,0.019689378767417602
470,"Alle barna ventet på julenissen, som var forsinket på grunn av den kraftige motvinden."," Alla barnen väntade på julenissen, som var försinkad på grund av den kraftiga motvinden.",6.5,0.1279809619882144,0.019689378767417602
471,Nå har de ansatte ikke mer å gi., Nu har de ansvar till icke mer att ge.,4.75,0.1279809619882144,0.026943360418571455
472,Tofte, tofte,2.25,0.1279809619882144,0.05688042755031751
473,vet vet vet, vet vet vet,3.0,0.1279809619882144,0.04266032066273814
474,velg start, Vilk start,2.5,0.1279809619882144,0.05119238479528576
475,"De som begynner som seksåringer,\Komma er noe flinkere i enkelte leseferdigheter.\Punktum"," De som binder som sexöringar, kommer, är nog flinkare enkelt och lättfärdigheter, punkt dem.",6.25,0.1279809619882144,0.020476953918114306
476,tre   tre   åtte   to   syttito   ni hundre og trettifem, tre tre åtta två sjuttiotvå niohundratrettiofem,7.25,0.1279809619882144,0.01765254648113302
477,Torvald Hagerup, Torvald Hagrup,3.25,0.1279809619882144,0.039378757534835204
478,Vanligvis får kvinner med bekkenplager klare råd om å være forsiktige.\Punktum," Vanligtvis får kvinnor med backhandplagg ha klara råd om att vara försiktiga, punkt om.",5.5,0.1279809619882144,0.023269265816038984
479,Landet er delt inn i to områder adskilt med gjerde for å skille ville dyr fra husdyr., Landet är delat in i två områden åtskilt med järe för att skilja vilda djur från husdjur.,7.5,0.1279809619882144,0.017064128265095253
480,Jeg håper inderlig vi slipper slike tilstander., Jag hoppas att de inte lever i såna här tillstånd.,7.0,0.14765140257077292,0.021093057510110418
481,Fossum mener at nedleggelse av parkene vil føre til at mange står helt uten tilbud., Fossum menar att nedläggelser av parkerna vill föra till att många står helt utan tillbud.,7.25,0.14765140257077292,0.020365710699416954
482,"I sommer ble noen av ungdommene sendt ut på tur med ett sett regntøy, en sovepose og en båt som kontinuerlig måtte øses."," I somras blev några av ungdomarna sända ut på tur med ett set regntröj, en sovpåse och en båt som kontinuerligt måste ösas.",9.25,0.14765140257077292,0.01596231379143491
483,Han var høyt respektert og sto i en klasse for seg., Han var högt respekterad och stod i en klass för sig.,5.0,0.14765140257077292,0.029530280514154583
484,gå inn der, gå in där,3.25,0.14765140257077292,0.04543120079100705
485,tjue tusen tre hundre og sekstien, tjugo tusen trehundrasextioett,3.5,0.14765140257077292,0.042186115020220835
486,ingen ingen ingen," ingen, ingen, ingen",4.0,0.14765140257077292,0.03691285064269323
487,"I fritiden er hun en ivrig turgåer,\Komma og er blitt rytter de seneste år.\Punktum"," I fritiden är hon en eureturgåare, kommer och har blitt ryttad de senaste år, punkten.",6.75,0.14765140257077292,0.02187428186233673
488,list opp flagg, listuppflagg,4.75,0.14765140257077292,0.031084505804373247
489,Åpne Excel, öppna excel,3.25,0.14765140257077292,0.04543120079100705
490,Det var flott at trafikken tok hensyn til at kranbilen måtte stå delvis ute i krysset under brannen., Det var flott att trafiken tog hänsyn till att kranbilen måtte stå delvis ute i krysset under branden.,7.25,0.14765140257077292,0.020365710699416954
491,Her ble det før saltet makrell., Här blir det för saltet makrell.,5.0,0.14765140257077292,0.029530280514154583
492,fire   sju   sju   fem   førtifem   seks hundre og åttiseks, fyra sju sju fem fyrtiofem sexhundraåttiosex,5.0,0.14765140257077292,0.029530280514154583
493,Akademikerne bør tenke nøye over hvordan denne historien kan rive ned den anseelse man har i det norske samfunnet.\Punktum, Akademikerne bör tenke nöje over hvordan denne historien kan rive ned den anseelse man har i det norske samfundet.,10.5,0.14765140257077292,0.01406203834007361
494,Kursiver første ord i tredje avsnitt, Kurser första året i tredje avsnittet,3.75,0.14765140257077292,0.03937370735220611
495,Flyplassen ble stengt for vanlig trafikk., Flygplatsen blev stängd för vanlig trafik.,3.5,0.14765140257077292,0.042186115020220835
496,hva hva hva, Var var var,2.5,0.146071606897749,0.058428642759099605
497,fire   tre   seks   åtte   trettisju   seks hundre og førtiseks, fyra tre sex åtta trettiosju sexhundrafyrtiosex,7.0,0.146071606897749,0.020867372413964143
498,S V E L G E, S V E L G E,5.0,0.146071606897749,0.029214321379549803
499,"De skal lære å arbeide selvstendig, men også utvikle sosiale evner.", de skal läre och arbeide selvstendig men också utveckle sociala egner,9.75,0.146071606897749,0.014981703271564001
500,Det er viktig for at alle fremtidige generasjoner skal kunne oppleve de synlige tegn på vår eldste historie., Det är viktigt för att alla framtida generationer ska kunna uppleva de synliga tecknen på vår äldsta historia.,8.0,0.146071606897749,0.018258950862218626
501,dukker dukker dukker," duckar, duckar duckar",4.5,0.146071606897749,0.03246035708838867
502,mus til venstre, mus till vänster,4.2509375,0.146071606897749,0.034362209959038215
503,"Han hevder at økningen er som ventet, men kan ikke gi noe anslag på utviklingen fremover."," Han hävdar att ökningen är som väntat, man kan inte ge några anslag på utvecklingen framöver.",7.75,0.146071606897749,0.018847949277128902
504,Gjør om de to neste ordene til store bokstaver, Gör om de två nästa orden till storbokstäver.,3.25,0.146071606897749,0.044945109814692005
505,Han sier også at det er første gang det er inngått en slik avtale i vår del av verden., Han säger också att det är första gången det har ingåtts ett sådant avtal i vår del av världen.,7.25,0.146071606897749,0.02014780784796538
506,Åserud har et annet flegma enn sin kollega og er ikke opptatt av å forklare eller forsvare., Åserud har ett annat flegma än sin kollega och är icke upptagen av att förklara eller försvara.,7.25,0.146071606897749,0.02014780784796538
507,gjøre gjøre gjøre," göra, göra, göra",4.75,0.146071606897749,0.03075191724163137
508,Lukk dokumentet, lok dokumenta,2.5,0.146071606897749,0.058428642759099605
509,"Parasitter er ofte brukt til biologisk bekjempelse, men man må være uhyre forsiktig med å overføre insekter fra andre deler av verden."," Parasiter är ofta bruk till biologisk bekämpelse, men man må vara ohyggligt försiktig med att överföra insekter från andra delar av världen.",10.5,0.146071606897749,0.013911581609309429
510,fem   fem   sju   en   syttiseks   fire hundre og syttien, fem fem sju en sjuttiosex fyrahundrasjuttioett,5.5,0.146071606897749,0.02655847398140891
511,kulturkonsumentene kulturkonsumentene kulturkonsumentene, kulturkonsumenterna kultur konsumenterna,6.5,0.146071606897749,0.022472554907346003
512,Meldingen om de falske oblatene ble kalt tilbake.\Punktum," Mellingen om de falska oblaterna blev kallt tillbaka, punktum.",5.25,0.12846270174486563,0.02446908604664107
513,"Hva avklaringen består i, kommer ikke frem.", Vad avklaringen består i kommer icke fram.,4.5,0.12846270174486563,0.028547267054414585
514,O P P D R A G E L S E, O P P D R A G E L S E,6.5,0.12846270174486563,0.019763492576133173
515,Y R K E S L I V E T, Y R K E S L I V E T,7.0,0.12846270174486563,0.018351814534980804
516,Blåbærturen ute på landet var en rein fornøyelse og flere av turgåerene hadde kilosvis med bær.," Blåbärturen ute på landet var en ren förnöjelse, och flera av turgårdarna hade kilovis med bär.",9.75,0.12846270174486563,0.013175661717422115
517,Følgende avsnitt, följande avsnitt,2.75,0.12846270174486563,0.04671370972540568
518,H A R V A R D, H A R V A R D,4.5,0.12846270174486563,0.028547267054414585
519,M Y S T E R I E R, M Y S T E R I E R,6.75,0.12846270174486563,0.019031511369609722
520,Han tror de kongelige har godt av det gløttet inni vanlige folks liv som folkediktningen gir., Han tror de kungliga har gått av det glittret in i vanliga folks liv som folkdikningen ger.,8.25,0.12846270174486563,0.015571236575135228
521,Tilbake ett avsnitt, tillbaka ett avsnitt,3.0,0.12846270174486563,0.04282090058162188
522,"Selv om jeg ikke gjør noe fysisk der, så ønsker jeg å engasjere meg."," Även om jag inte gör nåt fysiskt där, så önskar jag engagera mig.",5.0,0.12846270174486563,0.025692540348973125
523,seks   to   åtte   fire   tjueni   seks hundre og nittien, sex två åtta fyra tjugonio sexhundranittioett,4.75,0.12846270174486563,0.027044779314708552
524,Dalholen, Dalholm,4.5,0.12846270174486563,0.028547267054414585
525,Angsten tvang meg til å søke i meg selv., Ångesten tvingade mig till att söka i mig själv.,5.25,0.12846270174486563,0.02446908604664107
526,helst helst helst, helst helst helst,3.5,0.12846270174486563,0.03670362906996161
527,Åpne PowerPoint, öppna powerpoint,3.25,0.12846270174486563,0.039526985152266346
528,Han forteller at det er noe helt spesielt med denne gruppen., Han berättar att det är något helt speciellt med den här gruppen.,6.0,0.12067653692793101,0.02011275615465517
529,Etter bystyrets behandling ble det vedtatt at ordningen skulle være selvfinansierende., Efter bystyckets behandling blev det vetat att ordningen skulle vara självfinansierande.,6.5,0.12067653692793101,0.01856562106583554
530,A S T R I, A S T R I,3.0,0.12067653692793101,0.04022551230931034
531,Tilgangen til dop er ubegrenset der hjemme i legeboligen i forstadshuset., Tillgången till dop är obegränsat där hemma i lägerboden i förstadshuset.,6.75,0.12067653692793101,0.017878005470804596
532,Skatvik, Skatvik,2.25,0.12067653692793101,0.05363401641241378
533,Hjemme har jeg en sort og hvit rutet jakke som jeg kjøpte tre år siden., Hemma har jag en svart och vit rutig jacka som jag köpte för tre år sedan.,5.25,0.12067653692793101,0.02298600703389162
534,forholdsvis forholdsvis forholdsvis," förhållsvis, förhållsvis, förhollsvis",4.75,0.12067653692793101,0.025405586721669687
535,Det synes vanskelig å påvise forskjeller i adferd mellom dem som eier og dem som leier bolig., Det synes vanskligt att påvisa skillnader i avtal mellan dem som äger och dem som lägger bolaget.,6.25,0.12067653692793101,0.01930824590846896
536,Når politiet eller biltilsynet har tekniske kontroller pleier de jo alltid å kontrollere dekkene likevel., När polisen eller biltillsynen har tekniska kontroller brukar de ju alltid kontrollera däcken likväl.,8.5,0.12067653692793101,0.01419723963858012
537,Hasselvika, Hasselvika,3.0,0.12067653692793101,0.04022551230931034
538,T R E F F E N D E, T R E F F E N D E,7.25,0.12067653692793101,0.016645039576266348
539,Gå tilbake én side, gå tillbaka en sida,3.0,0.12067653692793101,0.04022551230931034
540,J E R N V E R K E T, J E R N V E R K E T,6.5,0.12067653692793101,0.01856562106583554
541,Lag og foreninger gjør krav på i underkant av halvparten., Lag och förening gör krav på i underkant av halvparten.,6.75,0.12067653692793101,0.017878005470804596
542,N A Z I S T I S K E, N A Z I S T I S K E,6.5,0.12067653692793101,0.01856562106583554
543,Rusmiddelsekretariatet har hatt problemer med å finne et nytt sted til beboerne., Rusmiddelssekretariatet har haft problemer med att finna ett nytt ställe till beboarna.,7.75,0.12067653692793101,0.015571166055216905
544,F O R S T E M M E N D E, F O R S T E M M E N D E,8.25,0.1441025153035298,0.017466971551943006
545,"Åpningen av nybygget skjer i dag, med en svært særegen konsert.", Öppningen av nybygget sker i dag med en svårt säregen konsert.,5.5,0.1441025153035298,0.026200457327914508
546,E V A L U E R I N G E N, E V A L U E R I N G E N,6.5,0.1441025153035298,0.022169617739004586
547,To av hennes mål er et godt arbeidsmiljø innad og en mer servicepreget institusjon utad., Två av hennes mål är en god arbetsmiljö inåt och en mer servicepräglad institution utåt.,7.5,0.1441025153035298,0.019213668707137307
548,klaffer ned, kloffar ner,3.25,0.1441025153035298,0.04433923547800917
549,To ganger er det nesten blitt brann., Två gånger har det nästan blivit brant.,3.75,0.1441025153035298,0.038427337414274614
550,Kommunikasjonen må tilpasses generasjonen som kommer.\Punktum," Kommunikationen må tillpassas generationen som kommer, punktum.",5.5,0.1441025153035298,0.026200457327914508
551,A R V E L I G E, A R V E L I G E,6.75,0.1441025153035298,0.02134852078570812
552,"I sommer ble noen av ungdommene sendt ut på tur med ett sett regntøy, en sovepose og en båt som kontinuerlig måtte øses."," I sommar blev någon av ungdomarna sänd ut på tur med ett svart ränntej, en soppåse och en båt som kontinuerligt måtte ösas.",9.0,0.1441025153035298,0.01601139058928109
553,Ingenting bringer ham ut av fatning., Ingenting bringar honom ut av fattning.,4.5,0.1441025153035298,0.03202278117856218
554,Om selve husleiereguleringen har det i flere år stått strid., Om salva husläerregleringen har det i flera år stått strid.,4.5,0.1441025153035298,0.03202278117856218
555,S V I E N D E, S V I E N D E,6.5,0.1441025153035298,0.022169617739004586
556,åtte   seks   fem   en   nittito   ett hundre og femtitre, åtta sex fem en nittiotvå etthundrafemtiotre,8.7509375,0.1441025153035298,0.01646709456027195
557,Brettesnes, Berättelsnäs,3.75,0.1441025153035298,0.038427337414274614
558,åttiåtte tusen tre hundre og førtifire, åttioåtta tusen trehundrafyrtiofyra,4.2509375,0.1441025153035298,0.03389899646925644
559,En av disse fortellingene handler om en jødepike., En av dessa berättelser handlar om en gödepike.,4.5,0.1441025153035298,0.03202278117856218
560,oppdragsgivere oppdragsgivere oppdragsgivere," uppdragsgivare, uppdragsgivare, uppdragsgivaren",5.0,0.1251459131599404,0.025029182631988077
561,åttiseks tusen seks hundre og syttifem, åttiosex tusen sexhundrasjuttiofem,5.0,0.1251459131599404,0.025029182631988077
562,Vi vil nok overraske dem som tror at vi ikke gjør annet enn å gjenta oss selv., Vi vill nog överraska dem som tror att vi inte gör något åt oss själva.,5.0,0.1251459131599404,0.025029182631988077
563,Snøforholdene er ofte avgjørende for hvor løypene legges., Snöförhållandena är ofta avgörande för var löpena läggs.,6.0,0.1251459131599404,0.0208576521933234
564,side ved side, sida vid sida,6.0,0.1251459131599404,0.0208576521933234
565,Andre steder forlanger drosjesjåfører dobbel pris av desperate passasjerer som forsøker å komme seg unna., Andra städer får langa dåsjechaufförer dubbelpris av desperata passagerare som försöker komma sig undan.,8.5,0.1251459131599404,0.01472304860705181
566,start kalkulatoren, start kalkylatorn,3.0,0.1251459131599404,0.0417153043866468
